"","datetime","doy","hour","Ta_shade","Ta_sun","Tg_avg","SOLR_wm2"
"c.15.0788608093227..17.6005108490234.",2021-07-22 02:00:00,203,2,20.305653999088,20.5749606553742,16.339685829173,0
"c.14.1624731066691..17.0545330105592.",2021-07-22 03:00:00,203,3,18.6189495110262,18.9491227563534,15.6085030586141,0
"c.13.9031937672835..17.2476516278718.",2021-07-22 04:00:00,203,4,18.3308022396846,18.7112094581196,15.5754226975777,0
"c.14.0688928333605..17.7966243783482.",2021-07-22 05:00:00,203,5,18.845478234448,19.2539910297743,15.9327586058543,0
"c.14.6395935092691..18.0328664078933.",2021-07-22 06:00:00,203,6,18.9851806954668,19.356747596199,16.3362299585812,9.93049694876761
"c.16.2166301486151..23.0734536558269.",2021-07-22 07:00:00,203,7,20.3052228960873,21.0162757674427,19.645041902221,149.675714211819
"c.17.7721223125779..30.7939202182281.",2021-07-22 08:00:00,203,8,22.4772992679139,23.7034992777489,24.283021265403,359.867609061367
"c.18.5296024502121..41.7179370587807.",2021-07-22 09:00:00,203,9,24.1535398837078,26.5540465077216,30.1237697544964,558.569866884099
"c.19.3786687115637..52.5170877458949.",2021-07-22 10:00:00,203,10,25.2480226680458,28.7766282775513,35.9478782287293,746.577079005554
"c.19.1548948950333..59.726778001302.",2021-07-22 11:00:00,203,11,26.102816937147,30.3988814887139,39.4408364481677,874.450606014791
"c.17.9337033662985..56.4732182601553.",2021-07-22 12:00:00,203,12,25.7219319936635,29.4324003773846,37.2034608132269,804.418297793461
"c.17.9256358367448..51.6463151586024.",2021-07-22 13:00:00,203,13,26.6055306449356,29.9065154518491,34.7859754976736,637.665871848301
"c.18.4784509097033..55.5063945493321.",2021-07-22 14:00:00,203,14,27.0243702055232,31.1533179824137,36.9924227295177,715.849538657604
"c.16.9405097941738..50.181274790007.",2021-07-22 15:00:00,203,15,26.1462492694146,29.3634447642415,33.5608922920904,614.697378142714
"c.16.7183380664256..46.2219810326526.",2021-07-22 16:00:00,203,16,25.9493601138971,28.7022574817079,31.4701595495391,537.192768965793
"c.16.6932707467792..45.1253893261745.",2021-07-22 17:00:00,203,17,26.5147676470205,29.3865321314659,30.9093300364768,339.337823244588
"c.16.9193392153373..33.3876684023235.",2021-07-22 18:00:00,203,18,26.5548682485136,27.9606556812539,25.1535038088304,148.556916821955
"c.16.672711040847..29.0219369024374.",2021-07-22 19:00:00,203,19,26.686462441314,27.7936545872832,22.8473239716422,17.4258981609426
"c.17.3008195666754..26.6315415417596.",2021-07-22 20:00:00,203,20,25.1250149563081,26.1622486904059,21.9661805542175,0
"c.17.2914905374711..24.8046904607568.",2021-07-22 21:00:00,203,21,23.4580875512969,24.3438727869209,21.048090499114,0
"c.17.701226225874..23.8112912884596.",2021-07-22 22:00:00,203,22,23.0695066634965,23.6708933456773,20.7562587571668,0
"c.17.4277617829971..21.5182401099659.",2021-07-22 23:00:00,203,23,20.8436093753692,21.1659155558148,19.4730009464815,0
"c.16.9934480388076..20.4993764242159.",2021-07-23 00:00:00,204,0,20.3277802270634,20.5438159336083,18.7464122315117,0
"c.16.2913880408402..16.8692329327623.",2021-07-23 01:00:00,204,1,19.2529348722594,19.2843274447323,16.5803104868012,0
"c.16.4730248981992..16.9378047540268.",2021-07-23 02:00:00,204,2,19.3789583431533,19.4056649783745,16.705414826113,0
"c.16.4377723379997..16.7870370757543.",2021-07-23 03:00:00,204,3,16.912521868967,16.9340405145963,16.612404706877,0
"c.16.5097487260032..17.2000533250371.",2021-07-23 04:00:00,204,4,16.9231330063079,16.9969420304207,16.8549010255202,0
"c.16.5698298470704..17.4535409581839.",2021-07-23 05:00:00,204,5,17.148614759388,17.2485760429321,17.0116854026272,0
"c.16.4889365756875..17.04555695217.",2021-07-23 06:00:00,204,6,17.1813104573268,17.230291102193,16.7672467639287,4.34797971049772
"c.16.959672418766..18.8946711910124.",2021-07-23 07:00:00,204,7,17.4439264010538,17.6708313378056,17.9271718048892,82.1432150223395
"c.17.7943231499246..21.4796994665609.",2021-07-23 08:00:00,204,8,19.2826908242446,19.6936526515629,19.6370113082428,181.224791177607
"c.17.8662455758197..22.112558308031.",2021-07-23 09:00:00,204,9,20.1509212663025,20.5565296181847,19.9894019419254,277.883758549259
"c.17.9500245452138..21.1909267887725.",2021-07-23 10:00:00,204,10,20.9328249194133,21.207457968958,19.5704756669931,260.014173319652
"c.18.207198031551..21.7182314213534.",2021-07-23 11:00:00,204,11,20.9216819183784,21.1796598469726,19.9627147264522,392.940769559468
"c.18.3563909122037..24.5509221069456.",2021-07-23 12:00:00,204,12,21.1855524945865,21.6113997679084,21.4536565095747,815.748020438906
"c.18.2832024500442..24.5920099756343.",2021-07-23 13:00:00,204,13,20.9637525347965,21.4201932419589,21.4376062128392,661.962583560604
"c.17.9412368836674..29.1419265179337.",2021-07-23 14:00:00,204,14,18.2357055598753,19.0495312055949,23.5415817008006,651.926020010587
"c.17.8130802205669..35.8675934833733.",2021-07-23 15:00:00,204,15,22.6391716947999,24.0774537179512,26.8403368519701,582.647124064487
"c.17.8430011483419..33.8152816033477.",2021-07-23 16:00:00,204,16,24.499665075502,25.722117760627,25.8291413758448,366.296124104592
"c.17.8490469086438..33.2186304306294.",2021-07-23 17:00:00,204,17,22.8827067248434,23.889278477943,25.5338386696366,180.048186878931
"c.17.2965422589849..23.2245085661375.",2021-07-23 18:00:00,204,18,21.2621831136035,21.668460676294,20.2605254125612,50.687732552592
"c.16.2737693103173..19.9099606644818.",2021-07-23 19:00:00,204,19,19.2964943355247,19.5469341858237,18.0918649873996,9.38260100083931
"c.15.701096626571..17.6212977876135.",2021-07-23 20:00:00,204,20,16.9562143357026,17.1022006598506,16.6611972070922,0
"c.15.9317119088415..18.0834713636564.",2021-07-23 21:00:00,204,21,17.4142192111477,17.621435856466,17.007591636249,0
"c.15.9770090407197..17.547688610686.",2021-07-23 22:00:00,204,22,17.1402381289023,17.3217067920869,16.7623488257029,0
"c.16.0691944765907..17.7218451561398.",2021-07-23 23:00:00,204,23,17.6575812765507,17.8601044851005,16.8955198163653,0
"c.16.1038741804028..17.2969244961968.",2021-07-24 00:00:00,205,0,17.9757064932379,18.1082073605184,16.7003993382998,0
"c.16.1625241325464..17.4412303304128.",2021-07-24 01:00:00,205,1,17.7135973729874,17.8701600048418,16.8018772314796,0
"c.16.3753497245268..17.5900849957461.",2021-07-24 02:00:00,205,2,18.2940836352511,18.444426050279,16.9827173601364,0
"c.16.4108614588372..17.3842619739076.",2021-07-24 03:00:00,205,3,17.0997259855816,17.2242325314677,16.8975617163724,0
"c.16.31211014632..17.4385020500901.",2021-07-24 04:00:00,205,4,17.1909429291671,17.3484248984322,16.875306098205,0
"c.16.8830117300667..17.1874149302797.",2021-07-24 05:00:00,205,5,17.3050202776222,17.3407199864989,17.0352133301732,0
"c.16.1467364094085..16.9874921002583.",2021-07-24 06:00:00,205,6,17.141186470225,17.2312809468714,16.5671142548334,4.7275600584943
"c.16.5467217224113..18.5324463584822.",2021-07-24 07:00:00,205,7,17.923097752328,18.1387044220613,17.5395840404467,86.3991671152872
"c.16.8395642516135..20.3417740535867.",2021-07-24 08:00:00,205,8,19.0572161913042,19.4414356011166,18.5906691526001,173.197773141779
"c.16.9743749469224..21.7011869826448.",2021-07-24 09:00:00,205,9,19.8313573906546,20.3209538402679,19.3377809647836,264.636531252494
"c.17.0010728837682..22.3516138982232.",2021-07-24 10:00:00,205,10,20.2928868820117,20.8265036901658,19.6763433909957,325.483804377503
"c.17.2823302712957..21.8187793856249.",2021-07-24 11:00:00,205,11,20.928575206079,21.3700356849166,19.5505548284603,255.754646807467
"c.17.2985511715138..20.4101683582606.",2021-07-24 12:00:00,205,12,21.0607230822615,21.3588829709998,18.8543597648872,151.752751245277
"c.17.2358693398958..19.7859714858627.",2021-07-24 13:00:00,205,13,21.2773770698686,21.5125240867902,18.5109204128792,136.40034521487
"c.17.5847624067644..20.1916599805188.",2021-07-24 14:00:00,205,14,22.2120549716806,22.4613576860699,18.8882111936416,142.953459625038
"c.17.7845768594939..19.1921446863781.",2021-07-24 15:00:00,205,15,18.9167800028105,19.0423696580935,18.488360772936,125.993956602604
"c.18.1589164511601..20.596735159735.",2021-07-24 16:00:00,205,16,20.0758224288147,20.3343815004377,19.3778258054475,123.828672109307
"c.18.2639922440252..20.8348863130403.",2021-07-24 17:00:00,205,17,21.0269299309861,21.2504612972888,19.5494392785327,101.657604464557
"c.18.0723191384011..19.1740459835633.",2021-07-24 18:00:00,205,18,20.6033398814819,20.6998394808641,18.6231825609822,52.7540932994289
"c.17.7660183996398..18.6113481349953.",2021-07-24 19:00:00,205,19,19.7280912358838,19.829046573298,18.1886832673176,9.14521819627899
"c.17.1935148218932..17.7986683778458.",2021-07-24 20:00:00,205,20,18.4898149540382,18.5706022921343,17.4960915998695,0
"c.16.8843055032464..17.4245429063266.",2021-07-24 21:00:00,205,21,18.4000111625531,18.4676765231142,17.1544242047865,0
"c.16.7350668000655..17.1784302623808.",2021-07-24 22:00:00,205,22,18.1708097116015,18.2221914118437,16.9567485312231,0
"c.16.5003303002764..16.7594620412365.",2021-07-24 23:00:00,205,23,17.5129733097513,17.5418877673587,16.6298961707564,0
"c.16.3512266664419..16.678291637785.",2021-07-25 00:00:00,206,0,17.3604133185149,17.3957679539024,16.5147591521135,0
"c.16.3371131854276..16.7662656324344.",2021-07-25 01:00:00,206,1,17.1228097682697,17.1709741339402,16.551689408931,0
"c.16.2019004420289..16.9021815959382.",2021-07-25 02:00:00,206,2,17.3145688704358,17.3988781974554,16.5520410189836,0
"c.16.2606392326522..16.5680683297242.",2021-07-25 03:00:00,206,3,16.4607057665843,16.4936741312794,16.4143537811882,0
"c.16.1877917045862..16.4090583937253.",2021-07-25 04:00:00,206,4,16.4586153219577,16.4821350057901,16.2984250491557,0
"c.16.4057115710817..16.6534428871936.",2021-07-25 05:00:00,206,5,16.8432345622963,16.8693140491799,16.5295772291377,0
"c.16.426712025514..16.724246076727.",2021-07-25 06:00:00,206,6,16.7410479603662,16.7717491921428,16.5754790511205,4.80497672143955
"c.16.9174406932392..18.3771986466744.",2021-07-25 07:00:00,206,7,17.4583886409591,17.6059330006683,17.6473196699568,87.7800177555613
"c.17.4665185870642..20.5072247835636.",2021-07-25 08:00:00,206,8,18.7145921408986,19.0043191893041,18.9868716853139,210.033545489171
"c.17.9397451372501..22.5204655603083.",2021-07-25 09:00:00,206,9,19.5958045361933,20.0267001175812,20.2301053487792,373.227937056246
"c.18.8559761169639..25.4118915318529.",2021-07-25 10:00:00,206,10,21.6599721517102,22.2898762038543,22.1339338244084,525.486601009814
"c.19.1727777836275..27.0082330040238.",2021-07-25 11:00:00,206,11,22.4575801722143,23.1978650994915,23.0905053938256,637.479658189145
"c.19.013744390236..27.3634234355533.",2021-07-25 12:00:00,206,12,22.2432852242321,23.0511735361291,23.1885839128946,644.403950362346
"c.18.9178526461413..26.1379978955662.",2021-07-25 13:00:00,206,13,22.5083317221265,23.1850176537335,22.5279252708537,545.134000524868
"c.18.6527967414198..26.791712335716.",2021-07-25 14:00:00,206,14,22.3763729253414,23.1297676195921,22.7222545385679,657.131196277951
"c.19.1548966416306..27.5325492468841.",2021-07-25 15:00:00,206,15,24.1488561799386,24.9842858018656,23.3437229442573,552.490250275219
"c.18.7746955438817..26.4252779471505.",2021-07-25 16:00:00,206,16,22.9223575116655,23.6634460611594,22.5999867455161,463.20789163992
"c.18.8060857918965..29.4775046885759.",2021-07-25 17:00:00,206,17,21.9006961510432,22.8853084183863,24.1417952402362,197.933578257747
"c.17.8831146127245..23.8992572546822.",2021-07-25 18:00:00,206,18,22.5422359511444,23.0633736166268,20.8911859337034,118.463650675083
"c.17.1061413264532..20.0670683828031.",2021-07-25 19:00:00,206,19,21.3676354549576,21.6637613155846,18.5866048546281,15.3321545449494
"c.16.8039854105665..17.9057109652925.",2021-07-25 20:00:00,206,20,20.1461002407724,20.2675099478703,17.3548481879295,0
"c.16.8244258374317..17.6116604280066.",2021-07-25 21:00:00,206,21,19.9212342557728,20.0324364004687,17.2180431327192,0
"c.17.050457577087..17.7387384252789.",2021-07-25 22:00:00,206,22,20.1689091380333,20.2661334056003,17.394598001183,0
"c.17.0588165615373..17.3053109798489.",2021-07-25 23:00:00,206,23,19.4685197085886,19.5033386917736,17.1820637706931,0
"c.16.8764244152044..16.9264450773811.",2021-07-26 00:00:00,207,0,19.3426921911871,19.3497579438607,16.9014347462927,0
"c.16.6189765519893..16.3225733548726.",2021-07-26 01:00:00,207,1,18.3831861873487,18.3413172557637,16.4707749534309,0
"c.16.3195534825741..15.9574784611095.",2021-07-26 02:00:00,207,2,17.7056279780566,17.6544824625905,16.1385159718418,0
"c.15.878466604517..15.1450754534091.",2021-07-26 03:00:00,207,3,16.3790827661884,16.2790179835124,15.511771028963,0
"c.15.6529203327827..14.8954164307437.",2021-07-26 04:00:00,207,4,16.3322603409799,16.2331936238988,15.2741683817632,0
"c.15.6232763560605..14.834898476417.",2021-07-26 05:00:00,207,5,16.4178598727952,16.315218535706,15.2290874162388,0
"c.15.7418387384964..15.0672059622311.",2021-07-26 06:00:00,207,6,16.8298970455867,16.7368639110455,15.4045223503637,9.22558228968912
"c.16.5411694575543..18.6945074209274.",2021-07-26 07:00:00,207,7,18.9715936821311,19.2757670538923,17.6178384392408,145.027766068279
"c.17.7297385745872..25.0796882106185.",2021-07-26 08:00:00,207,8,21.5047294537892,22.5429589380101,21.4047133926028,365.422581698134
"c.18.6009481968825..29.1994544243802.",2021-07-26 09:00:00,207,9,22.5076495970936,23.8594592138549,23.9002013106314,566.446735625813
"c.19.064929705422..30.7101689713563.",2021-07-26 10:00:00,207,10,23.1381172692048,24.4484277694817,24.8875493383891,749.577161780889
"c.19.378939030266..32.0768825362033.",2021-07-26 11:00:00,207,11,24.5210820501735,25.952398008738,25.7279107832347,823.917883274734
"c.19.3762478235514..32.5145622547388.",2021-07-26 12:00:00,207,12,24.9077872200828,26.4342442173137,25.9454050391451,764.443744870679
"c.19.4409658636515..34.4082445287722.",2021-07-26 13:00:00,207,13,25.8366868861663,27.4772666882385,26.9246051962119,920.490365504187
"c.19.0749448182692..43.3533179160983.",2021-07-26 14:00:00,207,14,25.9593777788528,28.5908255826303,31.2141313671837,728.014080577624
"c.17.6035472722492..43.6236761883312.",2021-07-26 15:00:00,207,15,25.1460588260093,27.9264849092962,30.6136117302902,527.991964385312
"c.17.5139120955106..40.5985629157962.",2021-07-26 16:00:00,207,16,27.3719564185699,29.7594474994454,29.0562375056534,415.588440759843
"c.17.5134911012528..40.0653394325049.",2021-07-26 17:00:00,207,17,26.3687291611161,28.7095817241007,28.7894152668788,261.381940895784
"c.17.6628656468187..30.9103139803746.",2021-07-26 18:00:00,207,18,26.2908099423499,27.6750267797707,24.2865898135966,115.35767577775
"c.17.354159040916..25.3466807870862.",2021-07-26 19:00:00,207,19,25.3323308550974,26.1694654902165,21.3504199140011,16.8666769301134
"c.17.0365945626338..22.463114430431.",2021-07-26 20:00:00,207,20,23.6113234419976,24.1796558004645,19.7498544965324,0
"c.17.0871539171085..22.0720719117235.",2021-07-26 21:00:00,207,21,23.963823703071,24.5546779686462,19.579612914416,0
"c.17.3636942049359..21.5464809000196.",2021-07-26 22:00:00,207,22,23.4273374222999,24.0181839842619,19.4550875524778,0
"c.17.4023962190451..20.8227045764782.",2021-07-26 23:00:00,207,23,22.6464522531028,23.1295936564678,19.1125503977616,0
"c.17.2587960320246..19.8051788991863.",2021-07-27 00:00:00,208,0,21.945449306558,22.3051428965443,18.5319874656054,0
"c.17.1494537284861..18.8368442714048.",2021-07-27 01:00:00,208,1,21.4463064763427,21.6699800910966,17.9931489999454,0
"c.16.9529514808821..17.959638959877.",2021-07-27 02:00:00,208,2,20.9913823675584,21.1217512528226,17.4562952203795,0
"c.16.3399615794835..16.7577670846598.",2021-07-27 03:00:00,208,3,19.6734106990459,19.7321829172599,16.5488643320716,0
"c.15.8618534765987..16.2162671738891.",2021-07-27 04:00:00,208,4,19.8296451506775,19.8784984988459,16.0390603252439,0
"c.15.6344017014612..15.764050023761.",2021-07-27 05:00:00,208,5,19.6055627639876,19.6219606413167,15.6992258626111,0
"c.15.4706129268502..15.7314139448332.",2021-07-27 06:00:00,208,6,19.5782361391264,19.6110581587096,15.6010134358417,8.18637332586578
"c.16.167200295798..18.6003381013944.",2021-07-27 07:00:00,208,7,21.1871186790027,21.4870936290999,17.3837691985962,136.817489625727
"c.17.320036471832..24.4973116193908.",2021-07-27 08:00:00,208,8,23.4680100247545,24.4428237730183,20.9086740456114,359.274157345846
"c.18.3959405667887..30.0677225706847.",2021-07-27 09:00:00,208,9,24.9579325667941,26.5403515374429,24.2318315687367,560.674192398437
"c.19.5144487053921..34.7930081607394.",2021-07-27 10:00:00,208,10,26.9149300175463,29.0097729415472,27.1537284330658,732.67743928294
"c.20.2913694686937..38.977773386714.",2021-07-27 11:00:00,208,11,25.7304745858256,28.3700539656138,29.6345714277039,879.393269611522
"c.20.8473793080725..41.0075476558529.",2021-07-27 12:00:00,208,12,26.5030313123057,29.3507897626377,30.9274634819627,910.564329920025
"c.20.3501651123031..35.6317922740796.",2021-07-27 13:00:00,208,13,27.7099507896682,29.5940765044319,27.9909786931913,733.656461377484
"c.20.0231370062271..32.1048101310713.",2021-07-27 14:00:00,208,14,29.6451404682453,30.9812300754528,26.0639735686492,563.550488938729
"c.20.401752072796..40.4567897649636.",2021-07-27 15:00:00,208,15,26.8551869585923,29.3758061333829,30.4292709188798,512.148685811198
"c.19.815359754245..41.098830656121.",2021-07-27 16:00:00,208,16,25.0612129308002,27.8298946844694,30.457095205183,389.502751286045
"c.19.5378108428754..40.4153546632225.",2021-07-27 17:00:00,208,17,25.4680389982976,27.0885540569305,29.9765827530489,229.431683369743
"c.18.6320287593847..26.9488117802795.",2021-07-27 18:00:00,208,18,23.3519474579696,24.034490492178,22.7904202698321,110.675741362676
"c.17.9489635503312..21.5089717548008.",2021-07-27 19:00:00,208,19,21.3149182426405,21.6159888593907,19.728967652566,12.3784297664093
"c.17.4184473263405..19.4220231261247.",2021-07-27 20:00:00,208,20,20.4608952934724,20.6464970369569,18.4202352262326,0
"c.17.5963318975085..18.8068574797935.",2021-07-27 21:00:00,208,21,20.776176487786,20.9030341673606,18.201594688651,0
