"","datetime","doy","hour","Ta_shade","Ta_sun","Tg_avg","SOLR_wm2"
"c.17.1860463853345..18.6277841232535.",2021-07-13 06:00:00,194,6,20.3343450302363,20.5040759861893,17.906915254294,12.5110386470437
"c.18.6906807348585..24.7403137262542.",2021-07-13 07:00:00,194,7,22.7385335294383,23.4302912266894,21.7154972305563,159.038743787502
"c.20.5094062684059..35.3569270826151.",2021-07-13 08:00:00,194,8,25.8800740340391,27.5076846721139,27.9331666755105,384.991997738415
"c.22.4267292475917..44.8447059483067.",2021-07-13 09:00:00,194,9,27.693562138719,29.8541816956252,33.6357175979492,584.386505785692
"c.25.1155948149577..51.1201002956475.",2021-07-13 10:00:00,194,10,27.9213359420451,30.4728235860269,38.1178475553026,689.599440831142
"c.26.7665836607981..52.1414449466504.",2021-07-13 11:00:00,194,11,28.0923040196057,30.4818356393438,39.4540143037243,718.828950632911
"c.27.9499068046619..54.1410173284885.",2021-07-13 12:00:00,194,12,28.6624733651869,31.0917253440182,41.0454620665752,783.964341147419
"c.28.8001003127235..55.3203922839614.",2021-07-13 13:00:00,194,13,29.5640981639148,32.0590318925407,42.0602462983425,775.125406335336
"c.29.5811389869792..58.2433122538347.",2021-07-13 14:00:00,194,14,29.9872370317442,32.8234712516605,43.912225620407,816.770458989927
"c.29.686707804323..56.2741710538127.",2021-07-13 15:00:00,194,15,30.4625344620988,33.1114531272949,42.9804394290679,707.300267035497
"c.28.9720741015189..49.5283966179639.",2021-07-13 16:00:00,194,16,30.3336495087089,32.3287179459894,39.2502353597414,497.282758541495
"c.28.8888266103182..47.6481602572903.",2021-07-13 17:00:00,194,17,29.3860694105997,31.1799359785201,38.2684934338042,359.64001901072
"c.26.6596838121249..35.4462237992024.",2021-07-13 18:00:00,194,18,28.6118489565273,29.4765249729284,31.0529538056636,176.87355052868
"c.24.3083939650508..27.6245627530379.",2021-07-13 19:00:00,194,19,26.055232345897,26.3976305318935,25.9664783590443,23.4277840658822
"c.23.6467209364238..25.4345502870614.",2021-07-13 20:00:00,194,20,26.6530761854668,26.8363291842039,24.5406356117426,0
"c.23.3394297427511..25.0972218950466.",2021-07-13 21:00:00,194,21,26.4844007368989,26.6702304413599,24.2183258188988,0
"c.23.0828412083418..25.2671912282213.",2021-07-13 22:00:00,194,22,26.2640566571746,26.4921235770845,24.1750162182815,0
"c.22.888471010287..25.0671519535054.",2021-07-13 23:00:00,194,23,25.8800805343526,26.0969823260235,23.9778114818962,0
"c.22.9796590385648..25.3050544026211.",2021-07-14 00:00:00,195,0,25.747988846915,25.9838030945202,24.142356720593,0
"c.15.4119472732038..17.2005793996076.",2021-07-14 01:00:00,195,1,23.8763053290245,24.0596658284806,16.3062633364057,0
"c.15.3049464704358..16.4607563507054.",2021-07-14 02:00:00,195,2,23.2091381664292,23.3246874569256,15.8828514105706,0
"c.14.6097865827109..15.3350058484384.",2021-07-14 03:00:00,195,3,20.6006821671989,20.6744721010155,14.9723962155747,0
"c.13.9192017632541..14.0615989177131.",2021-07-14 04:00:00,195,4,20.3976232174264,20.4106980600865,13.9904003404836,0
"c.13.9443643425889..14.2061472988362.",2021-07-14 05:00:00,195,5,20.2382764702103,20.2612388788895,14.0752558207126,0
"c.14.7036702305582..15.3150142189653.",2021-07-14 06:00:00,195,6,20.625189337901,20.6839951085972,15.0093422247618,12.1828237245848
"c.15.9661110922036..18.6667653095859.",2021-07-14 07:00:00,195,7,21.6987141008996,21.9814121015827,17.3164382008948,158.258586232741
"c.17.3479764376278..22.8738571158311.",2021-07-14 08:00:00,195,8,23.1635515243224,23.6909506965113,20.1109167767295,377.830125352584
"c.18.170775436207..23.5865463680806.",2021-07-14 09:00:00,195,9,24.2765437603756,24.6853311466832,20.8786609021438,579.04490081742
"c.18.2671744573079..27.1575417486729.",2021-07-14 10:00:00,195,10,24.3710815247216,24.9558653984898,22.7123581029904,733.546503431529
"c.18.0145875074908..36.5699540721907.",2021-07-14 11:00:00,195,11,24.8066271936178,25.8189408612442,27.2922707898408,722.39575273272
"c.17.5966276323499..36.4093004479722.",2021-07-14 12:00:00,195,12,24.8475975590617,25.8774825226863,27.002964040161,632.551522837868
"c.18.5426154631781..38.135745918349.",2021-07-14 13:00:00,195,13,28.363676365486,29.4394349541477,28.3391806907635,559.973731640146
"c.21.4933143904397..39.7306573090317.",2021-07-14 14:00:00,195,14,29.4030827162335,30.4370218301738,30.6119858497357,569.01261530285
"c.25.3133403379342..38.4376466808864.",2021-07-14 15:00:00,195,15,26.614908146741,27.7006289560259,31.8754935094103,379.058236942173
"c.24.4604880427717..37.089265053452.",2021-07-14 16:00:00,195,16,26.6205833265604,27.792961112806,30.7748765481118,288.672788297161
"c.23.8424447162072..36.6158566152499.",2021-07-14 17:00:00,195,17,27.0790267601893,28.3951338303851,30.2291506657285,224.89426174203
"c.22.8724344387862..30.5769417507858.",2021-07-14 18:00:00,195,18,26.3152287528021,26.9842575168659,26.724688094786,134.876740030015
"c.21.7006552364022..24.6463943971575.",2021-07-14 19:00:00,195,19,23.9826955363177,24.2351202731345,23.1735248167799,15.4744542117016
"c.21.3189366617324..23.1472405427059.",2021-07-14 20:00:00,195,20,23.3231725463356,23.4982198771303,22.2330886022191,0
"c.20.5741746533611..22.4503135913005.",2021-07-14 21:00:00,195,21,22.4378077319432,22.6219767079468,21.5122441223308,0
"c.20.0362130567705..21.6120476770049.",2021-07-14 22:00:00,195,22,21.7595233186814,21.9252256907543,20.8241303668877,0
"c.20.017312160979..21.778268037549.",2021-07-14 23:00:00,195,23,22.209003815859,22.4004922375689,20.897790099264,0
"c.19.5703411154023..21.3526856987715.",2021-07-15 00:00:00,196,0,21.8424110142529,22.0418945399389,20.4615134070869,0
"c.18.4166581139277..19.2161305599121.",2021-07-15 01:00:00,196,1,21.491129301598,21.5872769120517,18.8163943369199,0
"c.18.3837890303873..18.7885367390433.",2021-07-15 02:00:00,196,2,21.0941473378532,21.1433926938291,18.5861628847153,0
"c.17.5798244973331..17.8513029672563.",2021-07-15 03:00:00,196,3,19.6274117920581,19.6590609824458,17.7155637322947,0
"c.17.3080202652792..17.840115041108.",2021-07-15 04:00:00,196,4,19.7663609814982,19.8280818594634,17.5740676531936,0
"c.17.3751049368408..18.0309860960194.",2021-07-15 05:00:00,196,5,19.7298564284978,19.8166786067311,17.7030455164301,0
"c.17.5595581774746..18.0679329574576.",2021-07-15 06:00:00,196,6,20.5932339865508,20.656237718497,17.8137455674661,11.4673929432206
"c.17.852492500241..20.0779815680184.",2021-07-15 07:00:00,196,7,22.2227889480115,22.4491481177639,18.9652370341297,146.527670025972
"c.17.6842944855693..20.8854382940966.",2021-07-15 08:00:00,196,8,23.7901133140213,24.0334442504338,19.284866389833,312.093877146712
"c.17.8939704041399..23.0889823089382.",2021-07-15 09:00:00,196,9,24.0675784096247,24.479600744068,20.4914763565391,535.979880247375
"c.18.7035224614112..25.4797067071508.",2021-07-15 10:00:00,196,10,25.8763199092293,26.3832271287396,22.091614584281,731.327069430012
"c.18.9439148847365..38.5035480353691.",2021-07-15 11:00:00,196,11,26.3970119195552,27.8585748065604,28.7237314600528,774.009473063952
"c.18.9139804796964..44.8065169240668.",2021-07-15 12:00:00,196,12,25.3345243443471,27.3019014242056,31.8602487018816,753.898315138004
"c.19.3601751820485..42.0921441256352.",2021-07-15 13:00:00,196,13,28.1193543684825,29.8827222113537,30.7261596538418,506.047402507573
"c.19.3267278800024..42.9143210192519.",2021-07-15 14:00:00,196,14,27.9084817079572,29.8299816898758,31.1205244496272,543.10349838506
"c.19.5502459582705..42.5885653716027.",2021-07-15 15:00:00,196,15,27.3697751953652,29.1654597919556,31.0694056649366,551.275989058385
"c.19.6234485685216..38.6452612369161.",2021-07-15 16:00:00,196,16,26.9440852854129,28.414887126321,29.1343549027188,387.220416424399
"c.20.0721247860104..38.2653430380545.",2021-07-15 17:00:00,196,17,23.908825491969,25.2829810375263,29.1687339120325,242.116440390074
"c.20.7052563835563..25.1360188691978.",2021-07-15 18:00:00,196,18,22.3285478691499,22.6031816561847,22.9206376263771,83.7900838144381
"c.20.7697953977716..22.3681218173624.",2021-07-15 19:00:00,196,19,21.5550969115451,21.653652659043,21.568958607567,11.1823901231885
"c.20.6453198025128..21.8140193290698.",2021-07-15 20:00:00,196,20,21.4638987409205,21.5381354958709,21.2296695657913,0
"c.20.3289621007763..21.6603035453995.",2021-07-15 21:00:00,196,21,21.3844070362839,21.5093786793707,20.9946328230879,0
"c.20.1601606970639..21.617777094741.",2021-07-15 22:00:00,196,22,21.5671998319032,21.7045029516701,20.8889688959024,0
"c.19.7441575842453..21.5072983986031.",2021-07-15 23:00:00,196,23,21.4715255992455,21.6936830297156,20.6257279914242,0
"c.19.2971363571358..20.8345058500196.",2021-07-16 00:00:00,197,0,20.7092690827602,20.9063332140807,20.0658211035777,0
"c.19.0392073476599..20.3118208881669.",2021-07-16 01:00:00,197,1,20.6025017410448,20.7462946128618,19.6755141179134,0
"c.19.0439690500663..20.1040655437203.",2021-07-16 02:00:00,197,2,20.3972734611666,20.5242670259777,19.5740172968933,0
"c.17.6805989104758..18.1930776025485.",2021-07-16 03:00:00,197,3,17.6850268259393,17.7357099537943,17.9368382565121,0
"c.17.5945117903952..18.1201757253165.",2021-07-16 04:00:00,197,4,18.1071551999896,18.1606086619772,17.8573437578558,0
"c.17.8450564703477..18.5059364028149.",2021-07-16 05:00:00,197,5,18.4998230463027,18.5815214282583,18.1754964365813,0
"c.18.1072033317233..18.8303142199994.",2021-07-16 06:00:00,197,6,18.6653510658902,18.7504905828679,18.4687587758614,7.94233817642522
"c.18.9684398550665..21.3675460533929.",2021-07-16 07:00:00,197,7,19.7478113894602,20.0301136220822,20.1679929542297,121.32738064361
"c.19.4510380048111..23.3773282030187.",2021-07-16 08:00:00,197,8,20.6160577391139,21.038007263315,21.4141831039149,241.060525144417
"c.19.5199657032483..25.5550949875196.",2021-07-16 09:00:00,197,9,20.9480780888028,21.6493830694543,22.5375303453839,345.953315455407
"c.20.6616318363244..29.2405510508511.",2021-07-16 10:00:00,197,10,23.2536661778612,24.1780856171579,24.9510914435878,575.008853430406
"c.20.9129707542992..28.6596591944541.",2021-07-16 11:00:00,197,11,23.8359457679703,24.5656303435071,24.7863149743766,692.055028893842
"c.20.6344122456407..28.2247884824222.",2021-07-16 12:00:00,197,12,23.0611616526725,23.7424678034038,24.4296003640314,705.468351220191
"c.20.0520846815523..27.0848241916973.",2021-07-16 13:00:00,197,13,22.2327185780739,22.8249431032233,23.5684544366248,721.699086353154
"c.19.2865569159754..25.863203042998.",2021-07-16 14:00:00,197,14,20.3843770760179,20.9215429949881,22.5748799794867,637.476947431848
"c.19.977489361203..29.265147622834.",2021-07-16 15:00:00,197,15,24.9129564373655,25.8171989519092,24.6213184920185,559.989286782523
"c.19.5882636266315..29.5825992702795.",2021-07-16 16:00:00,197,16,25.2056004150331,26.0622881076105,24.5854314484555,439.222998594509
"c.19.7143623239969..33.9482614546584.",2021-07-16 17:00:00,197,17,25.6199129824239,26.7234929850858,26.8313118893276,301.174665614593
"c.18.7435755225586..27.5583628027499.",2021-07-16 18:00:00,197,18,24.7596668987857,25.3906380245605,23.1509691626542,123.426667114451
"c.17.548326885574..21.4064971353049.",2021-07-16 19:00:00,197,19,20.1283246096413,20.4266295586824,19.4774120104395,14.3372894481916
"c.17.0077457168346..18.8694094921776.",2021-07-16 20:00:00,197,20,18.2314289046348,18.4180429952576,17.9385776045061,0
"c.17.6431928682481..19.2487673730969.",2021-07-16 21:00:00,197,21,18.9754059304473,19.2022040545971,18.4459801206725,0
"c.18.0342118271137..19.3012113009068.",2021-07-16 22:00:00,197,22,18.944566126855,19.1235382661654,18.6677115640102,0
"c.17.9874876787923..18.9323579054047.",2021-07-16 23:00:00,197,23,18.4542801302297,18.5795443873571,18.4599227920985,0
"c.17.6893656591525..18.4941232694276.",2021-07-17 00:00:00,198,0,18.1352942033755,18.2340940512053,18.09174446429,0
"c.17.6438015297065..18.5103764518921.",2021-07-17 01:00:00,198,1,18.0469763792872,18.1507850996331,18.0770889907993,0
"c.17.4268962083296..18.5471927060024.",2021-07-17 02:00:00,198,2,18.4406472481247,18.5766955681189,17.987044457166,0
"c.17.5356818626256..18.0757750931409.",2021-07-17 03:00:00,198,3,17.9450107074257,18.0151267639457,17.8057284778833,0
"c.17.1158865973909..17.8836519352509.",2021-07-17 04:00:00,198,4,17.7953387161549,17.9010943615135,17.4997692663209,0
"c.16.9670327525162..17.6618671216279.",2021-07-17 05:00:00,198,5,18.0066798723408,18.0962479154547,17.314449937072,0
"c.17.0362698841915..17.5905133039334.",2021-07-17 06:00:00,198,6,18.1750790548032,18.2432382627991,17.3133915940625,10.4436338420077
"c.17.785822134861..20.6541145386063.",2021-07-17 07:00:00,198,7,19.8662206650406,20.2431721906122,19.2199683367337,147.966372597029
"c.18.7789178379067..26.4115642943554.",2021-07-17 08:00:00,198,8,21.7468511334937,22.8222340576612,22.5952410661311,373.066284797513
"c.19.5954970365691..31.8119243095434.",2021-07-17 09:00:00,198,9,23.0780092045014,24.8036611633209,25.7037106730562,568.303167342343
"c.20.6139556550032..36.8331420466213.",2021-07-17 10:00:00,198,10,25.8701166145607,28.1611850375745,28.7235488508122,752.739741204501
"c.21.0726464313652..38.7182750427926.",2021-07-17 11:00:00,198,11,25.2249081332547,27.6361947541003,29.8954607370789,874.493955314847
"c.21.4667752114247..40.9523275395441.",2021-07-17 12:00:00,198,12,25.7442275013738,28.4966919324508,31.2095513754844,914.373812955474
"c.21.9955441816593..43.6688528560369.",2021-07-17 13:00:00,198,13,27.2674679529121,30.3289675822496,32.8321985188481,945.80302643606
"c.22.086572246156..46.3057947385309.",2021-07-17 14:00:00,198,14,27.7249250767177,31.1460520397137,34.1961834923434,815.158962462846
"c.20.7786514429336..48.6806837965927.",2021-07-17 15:00:00,198,15,26.5176653666552,30.0558287333056,34.7296676197631,595.671781320612
"c.20.2756043521308..45.4370866445175.",2021-07-17 16:00:00,198,16,27.9878971928783,31.5421246469815,32.8563454983242,334.348193951681
"c.20.1692664244635..42.2842940684795.",2021-07-17 17:00:00,198,17,26.4886094154742,29.612504799984,31.2267802464715,215.370836863254
"c.20.0172849606848..32.0842396001041.",2021-07-17 18:00:00,198,18,26.594303642999,28.1008830018342,26.0507622803945,112.005154877883
"c.20.1207010352818..26.7116231187239.",2021-07-17 19:00:00,198,19,25.8596845378115,26.6848004007214,23.4161620770028,17.4319216249429
"c.19.4485218216116..23.3459746805598.",2021-07-17 20:00:00,198,20,23.9472021511047,24.4109844426867,21.3972482510857,0
"c.19.2819414166417..22.2763049463691.",2021-07-17 21:00:00,198,21,23.7157437302094,24.0689341373067,20.7791231815054,0
"c.19.1215316555803..21.4338406303886.",2021-07-17 22:00:00,198,22,22.9958990974528,23.2551827358246,20.2776861429845,0
"c.19.0756045243085..21.1206364706339.",2021-07-17 23:00:00,198,23,22.7979579415559,23.0148596251985,20.0981204974712,0
"c.19.1206871465251..20.5730268939787.",2021-07-18 00:00:00,199,0,21.8584016272517,22.0225633635969,19.8468570202519,0
"c.18.3176989714903..20.0768595881232.",2021-07-18 01:00:00,199,1,21.4761965653749,21.6855427651471,19.1972792798067,0
"c.18.4394999379212..19.6711729809981.",2021-07-18 02:00:00,199,2,21.4283402953505,21.5716885942394,19.0553364594596,0
"c.17.3381053743272..17.9730295427164.",2021-07-18 03:00:00,199,3,19.2297216661842,19.2894481216021,17.6555674585218,0
"c.17.1248124956543..17.6735777636986.",2021-07-18 04:00:00,199,4,19.02237077887,19.0763242881387,17.3991951296764,0
"c.17.2794943192976..17.8185310442436.",2021-07-18 05:00:00,199,5,19.338117491757,19.3938108284427,17.5490126817706,0
"c.17.6234785937244..18.2518127368535.",2021-07-18 06:00:00,199,6,19.9829136846357,20.0483970143149,17.9376456652889,9.12001208714061
"c.18.4042770074898..20.5803615789616.",2021-07-18 07:00:00,199,7,20.7671189332712,21.0016953759679,19.4923192932257,126.026641893356
"c.18.8183535039096..23.8184147714059.",2021-07-18 08:00:00,199,8,21.2899204526312,21.8886800830351,21.3183841376578,292.326092787902
"c.19.3939418307056..28.7605546500661.",2021-07-18 09:00:00,199,9,22.175584486527,23.3850395801741,24.0772482403858,508.437315795238
"c.20.4537437918182..34.4028870814702.",2021-07-18 10:00:00,199,10,24.2087996122168,26.0485487034738,27.4283154366442,744.814273709818
"c.19.9684691274434..28.1745343577991.",2021-07-18 11:00:00,199,11,25.5528237751398,26.2161988699047,24.0715017426213,834.463994191011
"c.20.6215992314037..34.6102610633406.",2021-07-18 12:00:00,199,12,23.710158355253,25.4784425079948,27.6159301473721,859.668775566635
"c.21.4158979226159..37.9642894804365.",2021-07-18 13:00:00,199,13,24.8809081947428,27.0847937248174,29.6900937015262,796.140106229199
"c.21.1302696192287..33.5124797827683.",2021-07-18 14:00:00,199,14,26.8572147118706,28.3876536560766,27.3213747009985,538.813376386319
"c.21.040031314647..31.6089362833239.",2021-07-18 15:00:00,199,15,27.1364070296816,28.4028003938459,26.3244837989855,388.209175196362
"c.20.9060425199597..32.0898744320472.",2021-07-18 16:00:00,199,16,26.4209691846986,27.7321300960392,26.4979584760035,308.451386901686
"c.20.8718095813912..33.8362391499508.",2021-07-18 17:00:00,199,17,24.6725188601763,26.1452668379326,27.354024365671,164.993689487304
"c.20.3166307212998..27.7155503899973.",2021-07-18 18:00:00,199,18,24.1236513318202,24.9802751027626,24.0160905556485,97.9514005775006
"c.20.0029562495229..23.9596192134614.",2021-07-18 19:00:00,199,19,22.4603519993648,23.0192570737816,21.9812877314922,13.3675089329801
"c.19.8219315550434..21.6242640215154.",2021-07-18 20:00:00,199,20,22.2383468098012,22.4458881138417,20.7230977882794,0
"c.19.6074831599825..20.8591692276645.",2021-07-18 21:00:00,199,21,21.4347937150115,21.5879153416387,20.2333261938235,0
"c.19.381716414634..20.4559200337793.",2021-07-18 22:00:00,199,22,20.926677714301,21.0652179109507,19.9188182242066,0
"c.19.0747684729762..19.9824366629933.",2021-07-18 23:00:00,199,23,20.5142816803684,20.6332030637162,19.5286025679847,0
"c.18.8893515888856..19.7187117975817.",2021-07-19 00:00:00,200,0,20.8152817618777,20.9199408682937,19.3040316932336,0
"c.18.7852265253538..19.8136554074737.",2021-07-19 01:00:00,200,1,20.6575820493504,20.7753283079835,19.2994409664138,0
"c.18.3881241602067..19.1678274763373.",2021-07-19 02:00:00,200,2,19.7767933200358,19.8674872917079,18.777975818272,0
"c.18.3329118374205..19.366557128276.",2021-07-19 03:00:00,200,3,19.8784313444407,20.0000528477886,18.8497344828482,0
"c.18.6675795021655..19.586990235908.",2021-07-19 04:00:00,200,4,20.267638009587,20.3975109174504,19.1272848690367,0
"c.18.7026559235336..19.6081349362715.",2021-07-19 05:00:00,200,5,20.2014869510948,20.3280260052367,19.1553954299026,0
"c.18.6575812381865..19.4611769102979.",2021-07-19 06:00:00,200,6,20.1820032688026,20.2955165255585,19.0593790742422,2.68349882045967
"c.18.9301318068806..20.8669895583781.",2021-07-19 07:00:00,200,7,20.6274102410276,20.9010043367597,19.8985606826294,83.0085487355239
"c.19.4268589567679..25.6331225952785.",2021-07-19 08:00:00,200,8,21.938864486648,22.8155406838239,22.5299907760232,300.912424487279
"c.19.7977923065881..29.2582748518745.",2021-07-19 09:00:00,200,9,23.1522574937159,24.4452028238954,24.5280335792313,433.320940516151
"c.20.408633734348..33.8042687233695.",2021-07-19 10:00:00,200,10,24.8917733721643,26.6495470185633,27.1064512288587,679.970210792529
"c.20.5141777811828..33.5015057375031.",2021-07-19 11:00:00,200,11,25.598281104579,27.1427707943542,27.007841759343,727.040585102973
"c.20.389474769986..33.4588265389198.",2021-07-19 12:00:00,200,12,24.2563543887407,25.7596285251174,26.9241506544529,790.626214258563
"c.20.3231635895008..31.2061153041306.",2021-07-19 13:00:00,200,13,27.4549127776928,28.6947555479846,25.7646394468157,577.247626581736
"c.20.454381938427..32.0245368632298.",2021-07-19 14:00:00,200,14,27.4403119956617,28.7720777537698,26.2394594008284,615.539857906305
"c.20.9958436496501..35.8049986213336.",2021-07-19 15:00:00,200,15,28.0912333490727,29.7972127912495,28.4004211354919,634.154710161693
"c.20.5460521932223..38.1582827793047.",2021-07-19 16:00:00,200,16,28.2205277129914,30.0736618882221,29.3521674862635,444.236185028281
"c.20.4577863959615..40.0714523292385.",2021-07-19 17:00:00,200,17,27.447072979894,29.4417476376949,30.2646193626,221.853963395661
"c.20.2792667202171..30.7857453995229.",2021-07-19 18:00:00,200,18,25.823001724668,27.2021333927409,25.53250605987,85.3295518045787
"c.20.4452077529067..25.1888571179103.",2021-07-19 19:00:00,200,19,24.8289395460805,25.4466722293162,22.8170324354085,13.0585481554684
"c.20.2004945439303..22.4327147742495.",2021-07-19 20:00:00,200,20,23.0220079537805,23.3101288392244,21.3166046590899,0
"c.19.8979382021691..21.3970186750605.",2021-07-19 21:00:00,200,21,22.1530186206122,22.3369635041017,20.6474784386148,0
"c.20.0012494245362..21.0789849431046.",2021-07-19 22:00:00,200,22,21.8339030079241,21.9710034708007,20.5401171838204,0
"c.19.4914652220033..20.3295164146559.",2021-07-19 23:00:00,200,23,20.7799892020935,20.8961043683575,19.9104908183296,0
"c.18.9310739120927..19.7389245206647.",2021-07-20 00:00:00,201,0,20.61896833458,20.722533038071,19.3349992163787,0
"c.18.9866870849345..19.7084922420681.",2021-07-20 01:00:00,201,1,20.0020208267503,20.0939814579495,19.3475896635013,0
"c.18.7307650303289..19.3234479898959.",2021-07-20 02:00:00,201,2,19.6830082703133,19.7604635589604,19.0271065101124,0
"c.18.5912395412211..19.1544892914101.",2021-07-20 03:00:00,201,3,20.205300906446,20.2690973159637,18.8728644163156,0
"c.18.5390072389999..19.0407806586476.",2021-07-20 04:00:00,201,4,20.312420925362,20.3691350290463,18.7898939488237,0
"c.18.6985948670203..19.2744953792455.",2021-07-20 05:00:00,201,5,20.6848312888606,20.7513004695894,18.9865451231329,0
"c.18.8576661643348..19.7496537551305.",2021-07-20 06:00:00,201,6,20.9675795726954,21.0844538729627,19.3036599597326,10.0217498322066
"c.19.7453149351215..23.152943991515.",2021-07-20 07:00:00,201,7,21.9655558795652,22.4428751505817,21.4491294633183,143.821410368612
"c.20.6864423488934..27.1082269163879.",2021-07-20 08:00:00,201,8,23.9435696524649,24.7314288506794,23.8973346326407,339.814797327559
"c.20.6951575586449..28.8317530008554.",2021-07-20 09:00:00,201,9,24.7335390907394,25.6176019275023,24.7634552797501,535.688301372944
"c.21.6078646320915..30.6231892295749.",2021-07-20 10:00:00,201,10,27.2458995751542,28.1537971605999,26.1155269308332,717.020052884444
"c.21.7998706028904..31.2432824523706.",2021-07-20 11:00:00,201,11,27.8525703024714,28.75289477501,26.5215765276305,830.955317713975
"c.21.0943335411432..30.6620982313892.",2021-07-20 12:00:00,201,12,26.1175557110582,27.026562366343,25.8782158862662,811.784921676484
"c.20.1805933948254..30.4364878422183.",2021-07-20 13:00:00,201,13,25.4659078833154,26.4497732740289,25.3085406185219,791.963480847515
"c.19.5245696965485..32.7090910251474.",2021-07-20 14:00:00,201,14,25.669704784319,26.9407198698772,26.1168303608479,630.929362399468
"c.19.6561245481245..39.9924748366545.",2021-07-20 15:00:00,201,15,27.7104705126622,29.665579266462,29.8242996923895,635.350966643546
"c.19.3592546793536..40.8749628025718.",2021-07-20 16:00:00,201,16,27.7079702704138,29.8212927282093,30.1171087409627,470.865428249543
"c.19.5621509008716..40.7106924982516.",2021-07-20 17:00:00,201,17,29.2619828100482,31.4575295392707,30.1364216995616,318.778910294751
"c.19.0479652443254..33.1606518345286.",2021-07-20 18:00:00,201,18,28.9073994089612,30.4613284489159,26.104308539427,138.356190442155
"c.18.6088332537567..25.759842735621.",2021-07-20 19:00:00,201,19,26.1804570320997,26.9785562734581,22.1843379946888,20.1070389013841
"c.17.7531610575722..21.1192648173677.",2021-07-20 20:00:00,201,20,22.9073335125295,23.298369936292,19.43621293747,0
"c.17.2664757586147..19.6311685869438.",2021-07-20 21:00:00,201,21,22.3831726239047,22.6638071950736,18.4488221727793,0
"c.17.0577009420224..19.0615498526352.",2021-07-20 22:00:00,201,22,21.6840026200791,21.9197801215074,18.0596253973288,0
"c.16.9067245236683..18.6682064763094.",2021-07-20 23:00:00,201,23,21.214432857544,21.4139216564145,17.7874654999889,0
"c.16.5046987275287..18.3795541230329.",2021-07-21 00:00:00,202,0,21.02279201134,21.2366297501503,17.4421264252808,0
"c.16.1341236744408..17.6919938294274.",2021-07-21 01:00:00,202,1,20.1787370928742,20.3577983724222,16.9130587519341,0
"c.15.7801418495745..17.6724998270368.",2021-07-21 02:00:00,202,2,19.9133382410134,20.13260982181,16.7263208383056,0
"c.15.3328784317681..17.1911382255012.",2021-07-21 03:00:00,202,3,20.2160989815132,20.3990819280568,16.2620083286347,0
"c.15.4385990822578..17.7213973808065.",2021-07-21 04:00:00,202,4,20.1623030104482,20.4267830476532,16.5799982315321,0
"c.15.4681625495414..17.1382648550926.",2021-07-21 05:00:00,202,5,20.2010672728638,20.4097687210511,16.303213702317,0
"c.15.8590344180633..17.9450059378452.",2021-07-21 06:00:00,202,6,20.5272441306406,20.8057367764447,16.9020201779542,9.55988757510781
"c.16.8298638290042..23.0331574882132.",2021-07-21 07:00:00,202,7,22.0474197979818,22.8447684693547,19.9315106586087,146.353315261047
"c.18.0589576489007..30.4713469850727.",2021-07-21 08:00:00,202,8,24.6266700002994,26.2229796567171,24.2651523169867,339.244646185827
"c.18.8810504047411..40.3903461691867.",2021-07-21 09:00:00,202,9,25.7381812670377,28.3364213658158,29.6356982869639,548.380389982394
"c.19.4059997647907..51.4670573204853.",2021-07-21 10:00:00,202,10,28.1576122070053,31.731481202725,35.436528542638,702.184847657311
"c.18.6417633283736..52.125578139962.",2021-07-21 11:00:00,202,11,26.073304842665,29.6127205779833,35.3836707341678,672.713761600261
"c.18.4121048032539..53.1236276184057.",2021-07-21 12:00:00,202,12,27.0859245425075,30.5061040025687,35.7678662108298,764.759900285845
"c.17.8878197072712..55.0180470861297.",2021-07-21 13:00:00,202,13,27.522608851184,31.0601769698468,36.4529333967005,824.844970759942
"c.17.8109283488109..53.8010348684606.",2021-07-21 14:00:00,202,14,27.9472017878079,31.2542891073052,35.8059816086358,788.132984872379
"c.17.7541608863666..50.7584849912171.",2021-07-21 15:00:00,202,15,27.5967797061493,30.6260013011751,34.2563229387919,681.438705405072
"c.17.3543565617729..45.8172998758626.",2021-07-21 16:00:00,202,16,26.9832665186561,29.6419952294189,31.5858282188177,518.674644622419
"c.17.3044368314375..44.7732324456127.",2021-07-21 17:00:00,202,17,26.9427913280295,29.5327879040014,31.0388346385251,333.993969380699
"c.17.0543522975592..33.3190079348259.",2021-07-21 18:00:00,202,18,26.5541187174044,28.1859064397066,25.1866801161925,175.899366072977
"c.17.3235510408331..25.1930551839164.",2021-07-21 19:00:00,202,19,23.1838542022243,24.021215234474,21.2583031123747,22.6238701730255
"c.16.6556978158546..21.6702833946228.",2021-07-21 20:00:00,202,20,22.7223140273139,23.3491468911644,19.1629906052387,0
"c.16.468098752199..19.8860789119633.",2021-07-21 21:00:00,202,21,22.2139791342781,22.6967916641699,18.1770888320812,0
"c.16.345070010185..19.3693691864358.",2021-07-21 22:00:00,202,22,22.2449120087321,22.6478552157356,17.8572195983104,0
"c.16.266900844919..19.2757171862431.",2021-07-21 23:00:00,202,23,23.4960328462378,23.8768794504737,17.771309015581,0
"c.15.950820187011..18.4057596823976.",2021-07-22 00:00:00,203,0,21.9329346519688,22.2413083773675,17.1782899347043,0
"c.15.621701069257..18.0545389561183.",2021-07-22 01:00:00,203,1,20.9907798726507,21.3182305171433,16.8381200126877,0
